Year	MSHA ID	Mine Name	Mine State	Mine County	Mine Status	Mine Type	Company Type	Operation Type	Operating Company	Operating Company Address	Union Code	Coal Supply Region	Production (short tons)	Average Employees	Labor Hours
2012	1519585	Ghm #30	Kentucky (East)	Harlan	Active	Surface	Indepedent Producer Operator	Mine only	Green Hill Mining Inc	"P.O. Box 760, London, KY 40743"	-	"43,611"	2	"4,784"
2012	1519618	Mary Helen #1	Kentucky (East)	Harlan	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine only	Robert Clear Coal Corporation	"P.O. Box 1385, Lafollette, TN 37766"	-	"10,064"	6	"3,729"
2012	1516231	Patriot Surface	Kentucky (West)	Henderson	"Active, men working, not producing"	Surface	Operating Subsidiary	Mine only	Grand Eagle Mining Inc	"19060 Highway 1078 South, Henderson, KY 42420"	-	"1,005,992"	80	"217,725"
2012	1517587	Freedom	Kentucky (West)	Henderson	Permanently abandoned	Underground	Operating Subsidiary	Mine only	Ohio County Coal Company Llc	"19050 Hwy 1078 South, Henderson, KY 42420"	-	"504,708"	79	"185,008"
2012	1518698	N.A.A.M. No 10	Kentucky (West)	Henderson	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine only	North American Auger Mining In	"P.O. Box 199, Conesville, OH 43811"	-	"47,306"	4	"4,866"
2012	1519011	Grand Eagle Prep Plant	Kentucky (West)	Henderson	"Active, men working, not producing"	Surface	Operating Subsidiary	Preparation Plant	Grand Eagle Mining Inc	"19060 Highway 1078 South, Henderson, KY 42420"	-	0	11	"26,943"
2012	1519011	Grand Eagle Prep Plant	Kentucky (West)	Henderson	"Active, men working, not producing"	Underground	Operating Subsidiary	Preparation Plant	Grand Eagle Mining Inc	"19060 Highway 1078 South, Henderson, KY 42420"	-	0	10	"24,870"
2012	1519555	N.A.A.M. No. 21	Kentucky (West)	Henderson	Active	Surface	Indepedent Producer Operator	Mine only	"North American Auger Mining, I"	"P.O. Box 199, Conesville, OH 43811"	-	"70,816"	5	"8,069"
2012	1502013	East Volunteer	Kentucky (West)	Hopkins	Active	Underground	Operating Subsidiary	Preparation Plant	Hopkins County Coal Llc	"35 Frank Cox Rd, Madisonville, KY 42431"	-	0	39	"102,504"
2012	1502132	Dotiki Mine	Kentucky (West)	Hopkins	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Webster County Coal Llc	"4611 State Route 270 West, Clay, KY 42404"	-	"3,363,050"	411	"1,126,072"
2012	1514335	Warrior Preparation Plant	Kentucky (West)	Hopkins	Active	Underground	Operating Subsidiary	Preparation Plant	"Warrior Coal, Llc"	"57 J.E. Ellis Road, Madisonville, KY 42431"	-	0	48	"115,669"
2012	1517216	Cardinal	Kentucky (West)	Hopkins	Active	Underground	Operating Subsidiary	Mine only	Warrior Coal Llc	"57 J.E. Ellis Road, Madisonville, KY 42431"	-	"5,236,375"	458	"1,101,123"
2012	1517232	Richland No 9	Kentucky (West)	Hopkins	Active	Underground	Operating Subsidiary	Mine only	Warrior Coal Llc.	"57 J.E. Ellis Road, Madisonville, KY 42431"	-	"646,768"	63	"169,632"
2012	1518826	Elk Creek Mine	Kentucky (West)	Hopkins	Active	Underground	Operating Subsidiary	Mine only	Hopkins County Coal Llc	"35 Frank Cox Road, Madisonville, KY 42431"	-	"3,068,895"	346	"891,682"
2012	1517059	Prep Plant # 1	Kentucky (East)	Johnson	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Preparation Plant	Beech Fork Processing Inc	"P.O. Box 190, Lovely, KY 41231"	-	0	28	"54,869"
2012	1517059	Prep Plant # 1	Kentucky (East)	Johnson	"Active, men working, not producing"	Underground	Indepedent Producer Operator	Preparation Plant	Beech Fork Processing Inc	"P.O. Box 190, Lovely, KY 41231"	-	0	7	"13,717"
2012	1517627	Auger Mine No 17	Kentucky (East)	Johnson	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine only	B & H Coal Co Inc	"P.O. Box 221, Jackson, KY 41339"	-	"14,952"	3	"2,015"
2012	1519226	Long Branch Surface	Kentucky (East)	Johnson	Active	Surface	Indepedent Producer Operator	Mine only	James River Coal Service Compa	"1374 Hwy 192 East, London, KY 40741"	-	"100,737"	20	"49,640"
2012	1519538	No 3	Kentucky (East)	Johnson	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine only	Blackstone Coal Company Llc	"P.O. Box 1156, Grayson, KY 41257"	-	"137,933"	16	"38,311"
2012	1519548	Surface #4	Kentucky (East)	Johnson	Active	Surface	Indepedent Producer Operator	Mine only	Mine Rite Coal Co Inc	"190 Ky Rt 689 E, Flat Gap, KY 41219"	-	"56,535"	11	"28,263"
2012	1519659	Redbush #1	Kentucky (East)	Johnson	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine only	"Red Bush, Llc"	"717 Red Bud Place, Corbin, KY 40701"	-	"19,236"	10	"13,147"
2012	1519664	Auger # 50	Kentucky (East)	Johnson	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine only	Augustus Augering And Contract	"P.O. Box 203, Lowmansville, KY 41232"	-	"1,215"	2	300
2012	1519678	No. 4	Kentucky (East)	Johnson	Active	Surface	Indepedent Producer Operator	Mine only	"Blackstone Coal Company, Llc"	"445 River Bend Way, Grayson, KY 41143"	-	"5,662"	10	"4,637"
2012	1516567	Supreme Energy Prep Plant	Kentucky (East)	Knott	"Active, men working, not producing"	Underground	Operating Subsidiary	Preparation Plant	Icg Knott County Llc	"P.O. Box 102, Kite, KY 41828"	-	0	8	"10,228"
2012	1517021	Jones Fork Prep Plant	Kentucky (East)	Knott	Active	Surface	Operating Subsidiary	Preparation Plant	Kentucky Fuel Corporation	"P.O. Box 130, Mousie, KY 41839"	-	0	3	"7,791"
2012	1517021	Jones Fork Prep Plant	Kentucky (East)	Knott	Active	Underground	Operating Subsidiary	Preparation Plant	Kentucky Fuel Corporation	"P.O. Box 130, Mousie, KY 41839"	-	0	1	"2,198"
2012	1517610	No 3	Kentucky (East)	Knott	Temporarily closed	Underground	Indepedent Producer Operator	Mine only	Mrm Mining Inc	"P.O. Box 308, Hi Hat, KY 41636"	-	"6,636"	13	"8,053"
2012	1517697	Sunny-Knott	Kentucky (East)	Knott	Temporarily closed	Surface	Indepedent Producer Operator	Preparation Plant	James River Coal Service Compa	"P.O. Box 189, Lackey, KY 41643"	-	0	10	"23,516"
2012	1517724	Raven Prep Plant	Kentucky (East)	Knott	Active	Surface	Operating Subsidiary	Preparation Plant	Icg Knott County Llc	"P.O. Box 102, Kite, KY 41828"	-	0	4	"12,302"
2012	1517724	Raven Prep Plant	Kentucky (East)	Knott	Active	Underground	Operating Subsidiary	Preparation Plant	Icg Knott County Llc	"P.O. Box 102, Kite, KY 41828"	-	0	13	"36,906"
2012	1517828	Prep Plant/Washer	Kentucky (East)	Knott	Active	Surface	Indepedent Producer Operator	Preparation Plant	Frasure Creek Mining Llc	"P.O. Box 100, Ary, KY 41712"	-	0	9	"16,496"
2012	1518454	Auger Mine No 29	Kentucky (East)	Knott	Active	Surface	Indepedent Producer Operator	Mine only	B & H Coal Co Inc	"P.O. Box 221, Jackson, KY 41339"	-	"13,190"	3	"3,106"
2012	1518522	Classic Mine	Kentucky (East)	Knott	"Active, men working, not producing"	Underground	Operating Subsidiary	Mine only	Icg Knott County Llc	"P.O. Box 102, Kite, KY 41828"	-	"92,058"	31	"69,175"
2012	1518589	Jones Fork E-3	Kentucky (East)	Knott	Temporarily closed	Underground	Indepedent Producer Operator	Mine only	Kentucky Fuel Corporation	"P.O. Box 130, Mousie, KY 41839"	-	"16,765"	8	"3,948"
2012	1518711	# 1	Kentucky (East)	Knott	Permanently abandoned	Underground	Indepedent Producer Operator	Mine only	Abundance Coal Inc	"310 Arnold Fork Road, Kite, KY 41828"	-	"22,957"	22	"15,252"
2012	1518949	Raven Mine #1	Kentucky (East)	Knott	"Active, men working, not producing"	Underground	Operating Subsidiary	Mine only	Icg Knott County Llc	"P.O. Box 102, Kite, KY 41828"	-	"146,428"	33	"88,253"
2012	1519006	Jaden #1	Kentucky (East)	Knott	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine only	Twilight Energy Llc	"P.O. Box 11489, Clarkston, WV 25534"	-	321	3	"4,830"
2012	1519040	Mine No 2	Kentucky (East)	Knott	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	Jordan Construction	"15810 Hwy 32, Blaine, KY 41124"	-	225	2	60
2012	1519116	Mine #9a	Kentucky (East)	Knott	Active	Underground	Operating Subsidiary	Mine only	Enterprise Mining Company Llc	"P.O. Box 527, Benham, KY 40807"	-	"755,947"	99	"216,459"
2012	1519189	Big Branch West Surface Mine	Kentucky (East)	Knott	Permanently abandoned	Surface	Operating Subsidiary	Mine only	Enterprise Mining Co Llc	"P.O. Box 527, Benham, KY 40807"	-	"255,707"	55	"92,352"
2012	1519315	Yellow Mtn Surface Mine	Kentucky (East)	Knott	Active	Surface	Indepedent Producer Operator	Mine only	Kentucky Fuel Corporation	"P.O. Box 130, Mousie, KY 41839"	-	"128,904"	30	"64,557"
2012	1519323	Slone Branch	Kentucky (East)	Knott	"Active, men working, not producing"	Underground	Operating Subsidiary	Mine only	Icg Knott County Llc	"P.O. Box 102, Kite, KY 41828"	-	"92,133"	26	"68,924"
2012	1519400	#88	Kentucky (East)	Knott	Active	Underground	Indepedent Producer Operator	Mine only	Blue Diamond Coal Company	"P.O. Box 309, Jeff, KY 41751"	-	"150,388"	48	"115,903"
2012	1519416	Bearville	Kentucky (East)	Knott	Active	Surface	Indepedent Producer Operator	Mine only	"Icg Hazard, Llc"	"1021 Tori Dr, Hazard, KY 41701"	-	"355,730"	43	"98,616"
2012	1519447	Kathleen	Kentucky (East)	Knott	"Active, men working, not producing"	Underground	Indepedent Producer Operator	Mine only	Icg Knott County Llc	"P.O. Box 102, Kite, KY 41828"	-	"35,625"	19	"30,964"
2012	1519497	Lige Hollow	Kentucky (East)	Knott	"Active, men working, not producing"	Underground	Operating Subsidiary	Mine only	Icg Knott County Llc	"P.O. Box 102, Kite, KY 41828"	-	"133,347"	40	"97,566"
2012	1519586	Hwm Ms0002	Kentucky (East)	Knott	Active	Surface	Indepedent Producer Operator	Mine only	Kentucky Fuel Corporation	"P.O. Box 130, Mousie, KY 41839"	-	"183,681"	12	"28,257"
2012	1517288	No. 4	Kentucky (East)	Knox	"Active, men working, not producing"	Underground	Indepedent Producer Operator	Mine only	D + R Coal Inc	"247 Hooker Branch Rd, Barbourville, KY 40906"	-	"19,855"	9	"15,863"
2012	1517691	Mine #3	Kentucky (East)	Knox	Active	Underground	Indepedent Producer Operator	Mine only	Alden Resources Llc	"332  W Cumberland Gap Pkwy, Corbin, KY 40701"	-	"37,173"	37	"88,841"
2012	1519245	Catron Branch Mine #1	Kentucky (East)	Knox	Permanently abandoned	Surface	Indepedent Producer Operator	Mine only	Alden Resources Llc	"332 W Cumberland Gap Parkway S, Corbin, KY 40701"	-	"69,435"	19	"56,358"
2012	1519324	Mountainside Wash Plant	Kentucky (East)	Knox	Active	Surface	Indepedent Producer Operator	Preparation Plant	Mountainside Coal Company Inc	"7692 So. Hwy 25w, Williamsburg, KY 40769"	-	0	5	"11,568"
2012	1519387	Logan Hollow #1	Kentucky (East)	Knox	Active	Surface	Indepedent Producer Operator	Mine only	Alden Resources Llc	"332 W Cumberland Gap Pkwy, Corbin, KY 40701"	-	"73,293"	24	"41,439"
2012	1519486	"Davex Energy, Llc #1"	Kentucky (East)	Knox	Active	Underground	Indepedent Producer Operator	Mine only	"Davex  Energy, Llc"	"332 W Cumberland Gap Pkwy, Corbin, KY 40701"	-	"6,942"	8	"16,183"
2012	1519520	Ed Gaunt	Kentucky (East)	Knox	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	Ed Gaunt	"59 Warrior's Path, Flat Lick, KY 40935"	-	"4,149"	3	627
2012	1519552	Hubbs Creek Surface Mine	Kentucky (East)	Knox	Active	Surface	Indepedent Producer Operator	Mine only	Mountainside Coal	"7692 S. Hwy. 25w, Williamsburg, KY 40769"	-	"48,002"	21	"59,515"
2012	1519611	Tinsley Branch	Kentucky (East)	Knox	Active	Surface	Indepedent Producer Operator	Mine only	Nally & Hamilton Ent	"P.O. Box 249, Calvin, KY 40813"	-	"193,992"	39	"95,410"
2012	1519627	Flag Ridge Job	Kentucky (East)	Knox	Active	Surface	Indepedent Producer Operator	Mine only	Mountainside Coal Company	"7692 S. Hwy 25w, Williamsburg, KY 40769"	-	"93,084"	21	"54,358"
2012	1519663	Ghm #56	Kentucky (East)	Knox	Active	Surface	Indepedent Producer Operator	Mine only	Green Hill Mining Inc	"6109 S. Us Hwy 25, Corbin, KY 40701"	-	"37,499"	2	"3,311"
2012	4407085	Ghm #37	Kentucky (East)	Knox	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine only	"Green Hill Mining, I"	"P.O. Box 760, London, KY 40743"	-	"42,054"	2	"4,908"
2012	1507305	Honey Hole Llc	Kentucky (East)	Laurel	Active	Surface	Indepedent Producer Operator	Preparation Plant	Honey Hole Llc	"3105 Eberle Road, Mckee, KY 40447"	-	0	4	"5,560"
2012	1519662	Nineva Mine	Kentucky (East)	Laurel	Active	Surface	Indepedent Producer Operator	Mine only	"Clay Laurel Mining, Inc."	"P.O. Box 25, Avawam, KY 41713"	-	"6,815"	2	"1,160"
2012	1519671	Laurel No. 1	Kentucky (East)	Laurel	Active	Surface	Indepedent Producer Operator	Mine only	T&t Coal Inc.	"6283 Hwy 472, Manchester, KY 40962"	-	"5,812"	7	"4,582"
2012	1515851	Mine No 1	Kentucky (East)	Lawrence	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	Jordan Construction	"15810 Hwy 32, Blaine, KY 41124"	-	"3,725"	2	836
2012	1518691	No. 41 Auger S/N 41	Kentucky (East)	Lawrence	Active	Surface	Indepedent Producer Operator	Mine only	"K-Jac Energy, Inc."	"P.O. Box 1384, Paintsville, KY 41240"	-	"11,818"	3	"1,959"
2012	1519126	Mc Coal Auger S/N 39	Kentucky (East)	Lawrence	Active	Surface	Indepedent Producer Operator	Mine only	Augustus Augering And Contract	"780 Castle Fork, Lowmansville, KY 41232"	-	"2,151"	3	477
2012	1519499	No. 1	Kentucky (East)	Lawrence	Permanently abandoned	Surface	Indepedent Producer Operator	Mine only	Roadway Unlimited Llc	"28602 Amber Lea Lane, Catlettsburg, KY 41129"	-	"17,106"	11	"11,005"
2012	1519509	No 7	Kentucky (East)	Lawrence	Active	Underground	Indepedent Producer Operator	Mine only	Coalburg Enterprises Inc	"P.O. Box 190, Lovely, KY 41231"	-	"70,620"	35	"26,236"
2012	1519609	Ridgeline Coal Llc Job #4	Kentucky (East)	Lawrence	Active	Surface	Indepedent Producer Operator	Mine only	Ridgeline Coal Llc	"853 Crestwood Drive, Prestonsburg, KY 41653"	-	"54,883"	11	"18,931"
2012	1519660	No. 7	Kentucky (East)	Lawrence	Active	Surface	Indepedent Producer Operator	Mine only	Mayo Resources Inc	"P.O. Box 190, Lovely, KY 41231"	-	"54,608"	27	"29,114"
2012	1511835	#1	Kentucky (East)	Leslie	"Active, men working, not producing"	Surface	Operating Subsidiary	Preparation Plant	Bledsoe Coal Corporation	"Route 2008   Box 351-A, Big Laurel, KY 40808"	-	0	9	"19,249"
2012	1511835	#1	Kentucky (East)	Leslie	"Active, men working, not producing"	Underground	Operating Subsidiary	Preparation Plant	Bledsoe Coal Corporation	"Route 2008   Box 351-A, Big Laurel, KY 40808"	-	0	19	"39,080"
2012	1512753	Calvary No 81	Kentucky (East)	Leslie	Active	Underground	Operating Subsidiary	Mine only	Blue Diamond Coal Co	"P.O. Box 47, Slemp, KY 41763"	-	"345,906"	113	"270,143"
2012	1516098	Beech Fork Coal Prep Facility	Kentucky (East)	Leslie	Active	Underground	Operating Subsidiary	Preparation Plant	Shamrock Coal Company Inc	"1374 Highway 192 East, London, KY 40741"	-	0	32	"66,083"
2012	1517746	Thunder Ridge Mine	Kentucky (East)	Leslie	Active	Surface	Operating Subsidiary	Mine only	"Icg Hazard, Llc"	"1021 Tori Drive, Hazard, KY 41701"	-	"551,556"	71	"159,384"
2012	1518247	Big Branch	Kentucky (East)	Leslie	Active	Surface	Indepedent Producer Operator	Mine only	Nally & Hamilton Ent	"P.O. Box 207, Brookside, KY 40801"	-	"53,227"	27	"17,919"
2012	1518376	Beechfork Mine	Kentucky (East)	Leslie	Active	Underground	Operating Subsidiary	Mine only	Bledsoe Coal Corp	"Route 2008 Box 351-A, Big Laurel, KY 40808"	-	"481,059"	127	"283,584"
2012	1518996	Turkey Branch	Kentucky (East)	Leslie	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine only	"Nally & Hamilton Enterprises,"	"P.O. Box 249, Calvin, KY 40813"	-	"6,340"	11	"3,863"
2012	1519008	Owls Nest Job #8	Kentucky (East)	Leslie	Active	Surface	Indepedent Producer Operator	Mine only	B & W Resources Inc	"P.O. Box 249, Stanville, KY 41659"	-	"146,229"	19	"43,574"
2012	1519132	Abner Branch Rider	Kentucky (East)	Leslie	"Active, men working, not producing"	Underground	Indepedent Producer Operator	Mine only	Bledsoe Coal Corporation	"Route 2008, Box 351a, Big Laurel, KY 40808"	-	"197,657"	77	"167,999"
2012	1519161	Lewis Creek	Kentucky (East)	Leslie	Active	Surface	Indepedent Producer Operator	Mine only	James River Coal Service Compa	"P.O. Box 128, Jeff, KY 41717"	-	"19,503"	12	"42,978"
2012	1519301	Bear Branch	Kentucky (East)	Leslie	Active	Surface	Indepedent Producer Operator	Mine only	Nally & Hamilton Ent	"P.O. Box 157, Bardstown, KY 40004"	-	"314,868"	37	"104,065"
2012	1519384	Oldhouse Branch	Kentucky (East)	Leslie	Active	Underground	Indepedent Producer Operator	Mine only	Bledsoe Coal Corporation	"Rt. 2008 Box 351a, Big Laurel, KY 40808"	-	"292,126"	80	"174,862"
2012	1519410	Tantrough	Kentucky (East)	Leslie	Permanently abandoned	Underground	Indepedent Producer Operator	Mine only	Bledsoe Coal Corporation	"Route 2008, Box 351a, Big Laurel, KY 40808"	-	"30,851"	24	"21,536"
2012	1519441	Aces Branch Mine #9	Kentucky (East)	Leslie	Active	Surface	Indepedent Producer Operator	Mine only	B & W Resources Inc	"P.O. Box 249, Stanville, KY 41659"	-	"122,691"	17	"36,191"
2012	1519550	Begley Resources #1	Kentucky (East)	Leslie	Active	Surface	Indepedent Producer Operator	Mine only	"T & T Energy, Llc"	"P.O. Box 1433, London, KY 40743"	-	"317,477"	43	"115,695"
2012	1519551	Marrowbone	Kentucky (East)	Leslie	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine only	Nally & Hamilton Enterprises I	"P.O. Box 157, Bardstown, KY 40004"	-	"1,332"	14	"20,662"
2012	1519679	Army Trail #1	Kentucky (East)	Leslie	Active	Surface	Indepedent Producer Operator	Mine only	"T & T Energy, Llc"	"P.O. Box 1433, London, KY 40703"	-	"7,328"	17	"7,745"
2012	4003398	Shm-75	Kentucky (East)	Leslie	Active	Surface	Indepedent Producer Operator	Mine only	Contract Highwall Mi	"P.O. Box 249, Stanville, KY 41659"	-	"211,559"	10	"19,881"
2012	1502057	Advantage #1	Kentucky (East)	Letcher	Temporarily closed	Underground	Operating Subsidiary	Mine only	Sapphire Coal Company	"147 Big Blue Blvd., Whitesburg, KY 41858"	-	"151,791"	66	"127,717"
2012	1511121	Roxana Prep Plant	Kentucky (East)	Letcher	Active	Surface	Contractor	Preparation Plant	Enterprise Mining Company Llc	"5703 Crutchfield Dr, Norton, VA 24273"	-	0	5	"6,545"
2012	1511121	Roxana Prep Plant	Kentucky (East)	Letcher	Active	Underground	Contractor	Preparation Plant	Enterprise Mining Company Llc	"5703 Crutchfield Dr, Norton, VA 24273"	-	0	33	"43,802"
2012	1512914	Sapphire Prep Plant	Kentucky (East)	Letcher	"Active, men working, not producing"	Underground	Operating Subsidiary	Preparation Plant	Sapphire Coal Company	"147 Big Blue Boulevard, Whitesburg, KY 41858"	-	0	10	"19,442"
2012	1516577	Mill Creek Prep Plant	Kentucky (East)	Letcher	Active	Underground	Operating Subsidiary	Preparation Plant	Deane Mining Llc	"P.O. Box 1169, Pikeville, KY 41502"	-	0	11	"36,196"
2012	1517720	#2	Kentucky (East)	Letcher	"Active, men working, not producing"	Underground	Indepedent Producer Operator	Mine only	Trc Mining Corp	"P.O. Box 249, Stanville, KY 41659"	-	"88,252"	30	"65,867"
2012	1517965	S-6 Little Creek	Kentucky (East)	Letcher	Active	Surface	Indepedent Producer Operator	Mine only	Revelation Energy Llc	"P.O. Box 249, Stanville, KY 41659"	-	"461,527"	38	"118,297"
2012	1517993	#7	Kentucky (East)	Letcher	Active	Underground	Contractor	Mine only	Cheyenne Elkhorn Coal Co Inc	"5363 Collins Hwy, Pikeville, KY 41501"	-	"73,051"	22	"55,151"
2012	1518323	Doty Creek	Kentucky (East)	Letcher	Active	Surface	Indepedent Producer Operator	Mine only	Nally & Hamilton Enterprises I	"P.O. Box 157, Bardstown, KY 40004"	-	"340,086"	37	"100,485"
2012	1518340	Mine No 4	Kentucky (East)	Letcher	"Active, men working, not producing"	Underground	Operating Subsidiary	Mine only	North Fork Coal Corporation	"P.O. Box 527, Benham, KY 40807"	-	"364,347"	94	"212,575"
2012	1518481	Sandlick No. 1	Kentucky (East)	Letcher	Active	Surface	Indepedent Producer Operator	Mine only	"Halco Services, Llc"	"P.O. Box 55088, Lexington, KY 40555"	-	"7,788"	12	"5,835"
2012	1518566	Auger Mine No 35	Kentucky (East)	Letcher	Active	Surface	Indepedent Producer Operator	Mine only	B & H Coal Co Inc	"P.O. Box 221, Jackson, KY 41339"	-	"31,203"	2	"6,180"
